ElapsedS; File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; CSR_Timing; SCSR_Bytes; SCSR_Timing; SCSR+_Bytes; CSC_Bytes; SCSC_Bytes; SCSC+_Bytes
0; ch5-5-b2.mtx; Matrix; Coordinate; General; 600; 200; 1800; Integer; -1; 1; 2; 2; 4; 14400; 12002; 19; 12002; 61; 4802; 14404; 14404; 7204
0; ch5-5-b3.mtx; Matrix; Coordinate; General; 600; 600; 2400; Integer; -1; 1; 2; 2; 4; 19200; 15602; 27; 15602; 85; 6002; 19204; 19204; 9604
0; ch5-5-b4.mtx; Matrix; Coordinate; General; 120; 600; 600; Integer; -1; 1; 2; 2; 4; 4800; 3842; 8; 3842; 22; 1442; 4804; 4804; 2404
0; ch6-6-b1.mtx; Matrix; Coordinate; General; 450; 36; 900; Integer; -1; 1; 2; 2; 4; 7200; 6302; 4; 6302; 14; 2702; 7204; 7204; 3604
0; ch7-6-b1.mtx; Matrix; Coordinate; General; 630; 42; 1260; Integer; -1; 1; 2; 2; 4; 10080; 8822; 5; 8822; 18; 3782; 10084; 10084; 5044
0; ch7-7-b1.mtx; Matrix; Coordinate; General; 882; 49; 1764; Integer; -1; 1; 2; 2; 4; 14112; 12350; 18; 12350; 53; 5294; 14116; 14116; 7060
1; ch7-8-b5.mtx; Matrix; Coordinate; General; 141120; 141120; 846720; Integer; -1; 1; 4; 4; 4; 10160640; 7338244; 6017; 5559166; 10898; 2172286; 10160648; 6773766; 3386886
0; Chebyshev1.mtx; Matrix; Coordinate; General; 261; 261; 2319; Real; -3250; 20000; 2; 2; 4; 18552; 14438; 110; 14438; 155; 9800; 18554; 18554; 13916
72; Chebyshev4.mtx; Matrix; Coordinate; General; 68121; 68121; 5377761; Real; -6.5e+07; 4e+08; 4; 4; 4; 64533132; 43294576; 18640893; 32535982; 16699580; 32535982; 64533136; 43022098; 43022098
0; chesapeake.mtx; Matrix; Coordinate; Symmetric; 39; 39; 170; Pattern; 1; 1; 2; 2; 2; 2040; 1440; 5; 1440; 10; 760; 2044; 2044; 1364
1; circuit_4.mtx; Matrix; Coordinate; General; 80209; 80209; 307604; Real; -5340.9; 156.469; 4; 4; 4; 3691248; 2781672; 20138; 2166464; 13660; 1243652; 3690764; 2435596; 1512784
0; cis-n4c6-b1.mtx; Matrix; Coordinate; General; 210; 21; 420; Integer; -1; 1; 2; 2; 4; 3360; 2942; 2; 2942; 6; 1262; 3364; 3364; 1684
0; cis-n4c6-b15.mtx; Matrix; Coordinate; General; 60; 920; 960; Integer; -1; 1; 2; 2; 4; 7680; 5882; 14; 5882; 25; 2042; 7684; 7684; 3844
0; Cities.mtx; Matrix; Coordinate; General; 55; 46; 1342; Integer; 1; 3; 2; 2; 4; 10736; 8164; 30; 8164; 51; 4138; 10738; 10738; 6712
0; ck104.mtx; Matrix; Coordinate; General; 104; 104; 992; Real; -2.61683; 4.74815; 2; 2; 4; 7936; 6162; 8; 6162; 14; 3186; 7938; 7938; 4962
0; ck400.mtx; Matrix; Coordinate; General; 400; 400; 2860; Real; -2.61683; 4.74815; 2; 2; 4; 22880; 17962; 22; 17962; 56; 9382; 22882; 22882; 14302
0; ck656.mtx; Matrix; Coordinate; General; 656; 656; 3884; Real; -2.61683; 4.74815; 2; 2; 4; 31072; 24618; 30; 24618; 69; 12966; 31074; 31074; 19422
20; consph.mtx; Matrix; Coordinate; Symmetric; 83334; 83334; 3046907; Real; -13160.8; 15980.5; 4; 4; 4; 73125768; 48417180; 172700; 36366812; 259363; 24345852; 72125764; 48083852; 36062892
1; cont-201.mtx; Matrix; Coordinate; Symmetric; 80595; 80595; 239596; Real; -1; 4; 4; 4; 4; 5750304; 3832744; 1633; 2874762; 7155; 1558377; 5265544; 3510370; 2193985
7; cop20k_A.mtx; Matrix; Coordinate; Symmetric; 121192; 121192; 1362087; Real; -71.3774; 182.126; 4; 4; 4; 32690088; 21479420; 34006; 16230762; 47786; 8357769; 31491976; 20994656; 13121663
10; crashbasis.mtx; Matrix; Coordinate; General; 160000; 160000; 1750416; Real; -166.971; 408.47; 4; 4; 4; 21004992; 14643332; 10002; 11411846; 20782; 7911014; 21004996; 14003352; 10502520
0; CSR_Test.mtx; Matrix; Coordinate; General; 5; 5; 13; Integer; 1; 9; 2; 2; 4; 104; 90; 0; 90; 0; 51; 106; 106; 67
0; CSR_Test1.mtx; Matrix; Coordinate; General; 75555; 75555; 13; Integer; 1; 9; 4; 4; 4; 156; 116; 0; 96; 1; 57; 132; 112; 73
0; ct2010.mtx; Matrix; Coordinate; Symmetric; 67578; 67578; 168176; Integer; 9; 1.56111e+06; 4; 4; 4; 4036224; 2961132; 2739; 2288432; 5615; 1952080; 4035412; 2690234; 2353882
0; curtis54.mtx; Matrix; Coordinate; General; 54; 54; 291; Pattern; 1; 1; 2; 2; 2; 1746; 1274; 4; 1274; 7; 692; 1748; 1748; 1166
0; cz148.mtx; Matrix; Coordinate; General; 148; 148; 1527; Real; -100.488; 50; 2; 2; 4; 12216; 9460; 19; 9460; 43; 4879; 12218; 12218; 7637
0; cz308.mtx; Matrix; Coordinate; General; 308; 308; 3182; Real; -402.835; 200; 2; 2; 4; 25456; 19710; 44; 19710; 85; 10164; 25458; 25458; 15912
0; cz628.mtx; Matrix; Coordinate; General; 628; 628; 6346; Real; -1615.84; 800; 2; 2; 4; 50768; 39334; 48; 39334; 145; 26642; 50770; 50770; 38078
9; dc1.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 56740.1; 4; 4; 4; 9196752; 6598512; 3683135; 5065638; 1738414; 3532846; 9196756; 6075942; 4543150
9; dc2.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 58106.6; 4; 4; 4; 9196752; 6598512; 3906379; 5065638; 1746738; 3532846; 9196756; 6075942; 4543150
9; dc3.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 62419; 4; 4; 4; 9196752; 6598512; 3667798; 5065638; 1738780; 3532846; 9196756; 6075942; 4543150
0; delaunay_n16.mtx; Matrix; Coordinate; Symmetric; 65536; 65536; 196575; Pattern; 1; 1; 4; 4; 2; 3931500; 2621048; 2673; 1834750; 7652; 1048450; 3931180; 2358740; 1572440
0; delaunay_n17.mtx; Matrix; Coordinate; Symmetric; 131072; 131072; 393176; Pattern; 1; 1; 4; 4; 2; 7863520; 5242404; 7861; 3866286; 12860; 2293582; 7862912; 4689698; 3116994
0; dendrimer.mtx; Matrix; Coordinate; Symmetric; 730; 730; 31877; Real; -0.373393; 0.669352; 2; 2; 4; 510032; 379606; 2607; 379606; 3123; 127510; 504194; 504194; 252098
3; denormal.mtx; Matrix; Coordinate; Symmetric; 89400; 89400; 622812; Real; -0.016; 0.04; 4; 4; 4; 14947488; 9607396; 7859; 7248414; 16368; 2623518; 13874692; 9249802; 4624906
0; divorce.mtx; Matrix; Coordinate; General; 50; 9; 225; Pattern; 1; 1; 2; 2; 2; 1350; 1002; 7; 1002; 14; 552; 1338; 1338; 888
0; DK01R.mtx; Matrix; Coordinate; General; 903; 903; 11766; Real; -8.67301e+06; 3.11611e+06; 2; 2; 4; 94128; 72404; 163; 72404; 297; 60638; 94128; 94128; 82362
0; dolphins.mtx; Matrix; Coordinate; Symmetric; 62; 62; 159; Pattern; 1; 1; 2; 2; 2; 1908; 1398; 5; 1398; 9; 762; 1912; 1912; 1276
13; Dubcova3.mtx; Matrix; Coordinate; Symmetric; 146689; 146689; 1891669; Real; -0.408248; 2.66667; 4; 4; 4; 45400056; 29679952; 40666; 22700042; 57516; 11790095; 43639792; 29093184; 18183237
0; dw256A.mtx; Matrix; Coordinate; General; 512; 512; 2480; Real; -1.32359; 0.781538; 2; 2; 4; 19840; 15906; 13; 15906; 33; 5986; 19842; 19842; 9922
0; dw256B.mtx; Matrix; Coordinate; General; 512; 512; 2500; Real; -0.0141196; 0.945398; 2; 2; 4; 20000; 16026; 12; 16026; 53; 6026; 20002; 20002; 10002
0; dwa512.mtx; Matrix; Coordinate; General; 512; 512; 2480; Real; -1.32359; 0.781538; 2; 2; 4; 19840; 15906; 12; 15906; 72; 5986; 19842; 19842; 9922
0; dwb512.mtx; Matrix; Coordinate; General; 512; 512; 2500; Real; -0.0141196; 0.945398; 2; 2; 4; 20000; 16026; 17; 16026; 44; 6026; 20002; 20002; 10002
0; dwt_162.mtx; Matrix; Coordinate; Symmetric; 162; 162; 672; Pattern; 1; 1; 2; 2; 2; 8064; 5702; 30; 5702; 65; 3014; 7742; 7742; 5054
0; dwt_193.mtx; Matrix; Coordinate; Symmetric; 193; 193; 1843; Pattern; 1; 1; 2; 2; 2; 22116; 15132; 74; 15132; 139; 7760; 21732; 21732; 14360
0; dwt_198.mtx; Matrix; Coordinate; Symmetric; 198; 198; 795; Pattern; 1; 1; 2; 2; 2; 9540; 6758; 21; 6758; 40; 3578; 9146; 9146; 5966
0; dwt_209.mtx; Matrix; Coordinate; Symmetric; 209; 209; 976; Pattern; 1; 1; 2; 2; 2; 11712; 8228; 28; 8228; 58; 4324; 11296; 11296; 7392
0; dwt_221.mtx; Matrix; Coordinate; Symmetric; 221; 221; 925; Pattern; 1; 1; 2; 2; 2; 11100; 7844; 26; 7844; 53; 4144; 10660; 10660; 6960
0; dwt_234.mtx; Matrix; Coordinate; Symmetric; 234; 234; 534; Pattern; 1; 1; 2; 2; 2; 6408; 4742; 13; 4742; 29; 2606; 5942; 5942; 3806
0; dwt_245.mtx; Matrix; Coordinate; Symmetric; 245; 245; 853; Pattern; 1; 1; 2; 2; 2; 10236; 7316; 24; 7316; 111; 3904; 9748; 9748; 6336
0; dwt_307.mtx; Matrix; Coordinate; Symmetric; 307; 307; 1415; Pattern; 1; 1; 2; 2; 2; 16980; 11936; 29; 11936; 60; 6276; 16368; 16368; 10708
0; dwt_310.mtx; Matrix; Coordinate; Symmetric; 310; 310; 1379; Pattern; 1; 1; 2; 2; 2; 16548; 11654; 28; 11654; 59; 6138; 15930; 15930; 10414
0; dwt_346.mtx; Matrix; Coordinate; Symmetric; 346; 346; 1786; Pattern; 1; 1; 2; 2; 2; 21432; 14982; 44; 14982; 101; 7838; 20742; 20742; 13598
0; dwt_361.mtx; Matrix; Coordinate; Symmetric; 361; 361; 1657; Pattern; 1; 1; 2; 2; 2; 19884; 13980; 32; 13980; 170; 7352; 19164; 19164; 12536
0; dwt_419.mtx; Matrix; Coordinate; Symmetric; 419; 419; 1991; Pattern; 1; 1; 2; 2; 2; 23892; 16768; 49; 16768; 102; 8804; 23056; 23056; 15092
0; dwt_492.mtx; Matrix; Coordinate; Symmetric; 492; 492; 1824; Pattern; 1; 1; 2; 2; 2; 21888; 15578; 48; 15578; 76; 8282; 20906; 20906; 13610
0; dwt_503.mtx; Matrix; Coordinate; Symmetric; 503; 503; 3265; Pattern; 1; 1; 2; 2; 2; 39180; 27128; 122; 27128; 181; 14068; 38176; 38176; 25116
0; dwt_512.mtx; Matrix; Coordinate; Symmetric; 512; 512; 2007; Pattern; 1; 1; 2; 2; 2; 24084; 17082; 35; 17082; 79; 9054; 23062; 23062; 15034
0; dwt_59.mtx; Matrix; Coordinate; Symmetric; 59; 59; 163; Pattern; 1; 1; 2; 2; 2; 1956; 1424; 4; 1424; 9; 772; 1840; 1840; 1188
0; dwt_592.mtx; Matrix; Coordinate; Symmetric; 592; 592; 2848; Pattern; 1; 1; 2; 2; 2; 34176; 23970; 53; 23970; 123; 12578; 32994; 32994; 21602
0; dwt_607.mtx; Matrix; Coordinate; Symmetric; 607; 607; 2869; Pattern; 1; 1; 2; 2; 2; 34428; 24168; 51; 24168; 127; 12692; 33216; 33216; 21740
0; dwt_66.mtx; Matrix; Coordinate; Symmetric; 66; 66; 193; Pattern; 1; 1; 2; 2; 2; 2316; 1678; 3; 1678; 8; 906; 2186; 2186; 1414
0; dwt_72.mtx; Matrix; Coordinate; Symmetric; 72; 72; 147; Pattern; 1; 1; 2; 2; 2; 1764; 1322; 2; 1322; 6; 734; 1622; 1622; 1034
0; dwt_758.mtx; Matrix; Coordinate; Symmetric; 758; 758; 3376; Pattern; 1; 1; 2; 2; 2; 40512; 28526; 66; 28526; 144; 15022; 38998; 38998; 25494
0; dwt_869.mtx; Matrix; Coordinate; Symmetric; 869; 869; 4077; Pattern; 1; 1; 2; 2; 2; 48924; 34356; 86; 34356; 146; 18048; 47188; 47188; 30880
0; dwt_87.mtx; Matrix; Coordinate; Symmetric; 87; 87; 314; Pattern; 1; 1; 2; 2; 2; 3768; 2688; 10; 2688; 18; 1432; 3596; 3596; 2340
0; dwt_878.mtx; Matrix; Coordinate; Symmetric; 878; 878; 4163; Pattern; 1; 1; 2; 2; 2; 49956; 35062; 167; 35062; 367; 18410; 48202; 48202; 31550
0; dwt_918.mtx; Matrix; Coordinate; Symmetric; 918; 918; 4151; Pattern; 1; 1; 2; 2; 2; 49812; 35046; 82; 35046; 194; 18442; 47978; 47978; 31374
0; dwt_992.mtx; Matrix; Coordinate; Symmetric; 992; 992; 8868; Pattern; 1; 1; 2; 2; 2; 106416; 72930; 223; 72930; 405; 37458; 104434; 104434; 68962
0; dynamicSoaringProblem_1.mtx; Matrix; Coordinate; Symmetric; 647; 647; 2865; Real; -100; 237.143; 2; 2; 4; 45840; 33498; 86; 33498; 148; 17397; 42938; 42938; 26837
0; D_10.mtx; Matrix; Coordinate; General; 460; 816; 7614; Integer; -48; 24; 2; 2; 4; 60912; 46606; 125; 46606; 226; 23764; 60914; 60914; 38072
0; D_11.mtx; Matrix; Coordinate; General; 169; 461; 2952; Integer; -6; 6; 2; 2; 4; 23616; 18052; 35; 18052; 82; 9196; 23618; 23618; 14762
0; D_5.mtx; Matrix; Coordinate; General; 434; 115; 1832; Integer; -6; 18; 2; 2; 4; 14656; 11862; 29; 11862; 41; 6366; 14652; 14652; 9156
0; D_6.mtx; Matrix; Coordinate; General; 970; 435; 6491; Integer; -18; 64; 2; 2; 4; 51928; 40886; 69; 40886; 142; 21413; 51930; 51930; 32457
0; d_dyn.mtx; Matrix; Coordinate; General; 87; 87; 238; Real; -79.6894; 79.6894; 2; 2; 4; 1904; 1604; 2; 1604; 6; 890; 1904; 1904; 1190
0; d_dyn1.mtx; Matrix; Coordinate; General; 87; 87; 238; Real; -25200; 25200; 2; 2; 4; 1904; 1604; 2; 1604; 5; 1128; 1904; 1904; 1428
0; d_ss.mtx; Matrix; Coordinate; General; 53; 53; 149; Real; -25200; 25200; 2; 2; 4; 1192; 1002; 2; 1002; 3; 704; 1192; 1192; 894
3; engine.mtx; Matrix; Coordinate; Symmetric; 143571; 143571; 2424822; Integer; 8; 8; 4; 4; 4; 58195728; 38222872; 91979; 29097840; 97822; 14979621; 56472880; 37648614; 23530395
0; enron.mtx; Matrix; Coordinate; General; 69244; 69244; 276143; Pattern; 1; 1; 4; 4; 2; 2761430; 1933834; 15184; 1378042; 20431; 825756; 2734514; 1643342; 1091056
2; epb3.mtx; Matrix; Coordinate; General; 84617; 84617; 463625; Real; -0.344297; 0.435282; 4; 4; 4; 5563500; 4047472; 1785; 3082620; 5624; 1228120; 5563504; 3708970; 1854470
0; Erdos971.mtx; Matrix; Coordinate; Symmetric; 472; 472; 1314; Pattern; 1; 1; 2; 2; 2; 15768; 11454; 41; 11454; 81; 6198; 15770; 15770; 10514
0; Erdos981.mtx; Matrix; Coordinate; Symmetric; 485; 485; 1381; Pattern; 1; 1; 2; 2; 2; 16572; 12016; 45; 12016; 84; 6492; 16574; 16574; 11050
0; Erdos991.mtx; Matrix; Coordinate; Symmetric; 492; 492; 1417; Pattern; 1; 1; 2; 2; 2; 17004; 12322; 51; 12322; 87; 6654; 17006; 17006; 11338
0; ex1.mtx; Matrix; Coordinate; Symmetric; 560; 560; 4368; Pattern; 1; 1; 2; 2; 2; 52416; 36066; 183; 36066; 212; 18594; 52420; 52420; 34948
0; ex2.mtx; Matrix; Coordinate; Symmetric; 560; 560; 4368; Pattern; 1; 1; 2; 2; 2; 52416; 36066; 102; 36066; 338; 18594; 52420; 52420; 34948
0; ex21.mtx; Matrix; Coordinate; General; 656; 656; 19144; Real; -0.0324326; 0.478009; 2; 2; 4; 153152; 116178; 472; 116178; 715; 39602; 153154; 153154; 76578
0; ex22.mtx; Matrix; Coordinate; General; 839; 839; 22715; Real; -3.87512; 7.80955; 2; 2; 4; 181720; 137970; 412; 137970; 685; 69825; 181722; 181722; 113577
0; ex25.mtx; Matrix; Coordinate; General; 848; 848; 24612; Real; -0.173755; 0.351872; 2; 2; 4; 196896; 149370; 630; 149370; 714; 50922; 196898; 196898; 98450
0; ex27.mtx; Matrix; Coordinate; General; 974; 974; 40782; Real; -0.0706368; 0.156271; 2; 2; 4; 326256; 246642; 1364; 246642; 1548; 83514; 326258; 326258; 163130
0; ex5.mtx; Matrix; Coordinate; Symmetric; 27; 27; 153; Real; -1.18519e+06; 2.37038e+06; 2; 2; 4; 2448; 1730; 4; 1730; 7; 1451; 2234; 2234; 1955
15; F2.mtx; Matrix; Coordinate; Symmetric; 71505; 71505; 2682895; Real; -3.01713e+06; 5.53597e+06; 4; 4; 4; 64389480; 42640304; 166516; 32051738; 224097; 26757453; 63531424; 42354292; 37060007
0; farm.mtx; Matrix; Coordinate; General; 7; 17; 41; Integer; 1; 250; 2; 2; 4; 328; 262; 1; 262; 2; 139; 330; 330; 207
22; FEM_3D_thermal2.mtx; Matrix; Coordinate; General; 147900; 147900; 3489300; Real; -0.10315; 0.291773; 4; 4; 4; 41871600; 28506004; 35274; 21750194; 69554; 7792994; 41871604; 27914430; 13957230
0; fe_ocean.mtx; Matrix; Coordinate; Symmetric; 143437; 143437; 409593; Pattern; 1; 1; 4; 4; 2; 8191860; 5488868; 3633; 3852488; 9094; 2214116; 8191868; 4915144; 3276772
0; fe_rotor.mtx; Matrix; Coordinate; Symmetric; 99617; 99617; 662431; Pattern; 1; 1; 4; 4; 2; 13248620; 8347644; 13247; 5697924; 22923; 3048200; 13248628; 7944018; 5294294
0; fe_tooth.mtx; Matrix; Coordinate; Symmetric; 78136; 78136; 452591; Pattern; 1; 1; 4; 4; 2; 9051820; 5743640; 8831; 3933280; 14762; 2122916; 9051812; 5416258; 3605894
9; filter3D.mtx; Matrix; Coordinate; Symmetric; 106437; 106437; 1406808; Real; -0.00710824; 0.0042906; 4; 4; 4; 33763392; 22083184; 37691; 16592040; 68104; 5763324; 32486152; 21656948; 10828232
1; finan512.mtx; Matrix; Coordinate; Symmetric; 74752; 74752; 335872; Real; -0.999999; 26.9352; 4; 4; 4; 8060928; 5074948; 4109; 3880968; 8487; 2089992; 7163908; 4775912; 2984936
0; flower_4_1.mtx; Matrix; Coordinate; General; 121; 129; 386; Pattern; 1; 1; 2; 2; 2; 2316; 1788; 4; 1788; 9; 1016; 2286; 2286; 1514
0; flower_5_1.mtx; Matrix; Coordinate; General; 211; 201; 602; Pattern; 1; 1; 2; 2; 2; 3612; 2832; 6; 2832; 14; 1628; 3536; 3536; 2332
0; flower_7_1.mtx; Matrix; Coordinate; General; 463; 393; 1178; Pattern; 1; 1; 2; 2; 2; 7068; 5640; 7; 5640; 25; 3284; 6852; 6852; 4496
0; flower_8_1.mtx; Matrix; Coordinate; General; 625; 513; 1538; Pattern; 1; 1; 2; 2; 2; 9228; 7404; 13; 7404; 32; 4328; 8918; 8918; 5842
0; football.mtx; Matrix; Coordinate; General; 35; 35; 118; Integer; 1; 12; 2; 2; 4; 944; 780; 2; 780; 4; 426; 946; 946; 592
0; ford2.mtx; Matrix; Coordinate; Symmetric; 100196; 100196; 322442; Pattern; 1; 1; 4; 4; 2; 6448840; 4270092; 6206; 2980326; 8955; 1690558; 6048060; 3653550; 2363782
0; freeFlyingRobot_1.mtx; Matrix; Coordinate; Symmetric; 798; 798; 2861; Real; -9.81526e+08; 3.65596e+12; 2; 2; 4; 45776; 33074; 57; 33074; 112; 33074; 41970; 41970; 41970
0; fs_183_1.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.22724e+08; 2; 2; 4; 8552; 6782; 22; 6782; 28; 6782; 8554; 8554; 8554
0; fs_183_3.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.45851e+08; 2; 2; 4; 8552; 6782; 21; 6782; 36; 6782; 8554; 8554; 8554
0; fs_183_4.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.15706e+08; 2; 2; 4; 8552; 6782; 21; 6782; 36; 6782; 8554; 8554; 8554
0; fs_183_6.mtx; Matrix; Coordinate; General; 183; 183; 1069; Real; -7.65e+08; 8.73139e+08; 2; 2; 4; 8552; 6782; 21; 6782; 36; 6782; 8554; 8554; 8554
0; fs_541_1.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -31.3099; 31.3089; 2; 2; 4; 34280; 26794; 36; 26794; 81; 13939; 34280; 34280; 21425
0; fs_541_2.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -794379; 794353; 2; 2; 4; 34280; 26794; 34; 26794; 84; 22509; 34280; 34280; 29995
0; fs_541_3.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -5.99826e+06; 5.99826e+06; 2; 2; 4; 34280; 26794; 38; 26794; 85; 22509; 34280; 34280; 29995
0; fs_541_4.mtx; Matrix; Coordinate; General; 541; 541; 4285; Real; -798774; 798777; 2; 2; 4; 34280; 26794; 26; 26794; 60; 22509; 34280; 34280; 29995
0; fs_680_1.mtx; Matrix; Coordinate; General; 680; 680; 2646; Real; -4.83016e+13; 4.83096e+13; 2; 2; 4; 21168; 17238; 18; 17238; 42; 17238; 21170; 21170; 21170
0; fs_680_2.mtx; Matrix; Coordinate; General; 680; 680; 2646; Real; -4.83016e+13; 4.83023e+13; 2; 2; 4; 21168; 17238; 32; 17238; 38; 17238; 21170; 21170; 21170
0; fs_680_3.mtx; Matrix; Coordinate; General; 680; 680; 2646; Real; -4.83016e+13; 4.83016e+13; 2; 2; 4; 21168; 17238; 17; 17238; 45; 17238; 21170; 21170; 21170
0; fs_760_1.mtx; Matrix; Coordinate; General; 760; 760; 5976; Real; -2.1905e+08; 2.1916e+08; 2; 2; 4; 47808; 37378; 57; 37378; 129; 37378; 47810; 47810; 47810
0; fs_760_2.mtx; Matrix; Coordinate; General; 760; 760; 5976; Real; -2.1905e+08; 2.19056e+08; 2; 2; 4; 47808; 37378; 110; 37378; 104; 37378; 47810; 47810; 47810
0; fs_760_3.mtx; Matrix; Coordinate; General; 760; 760; 5976; Real; -2.1905e+08; 2.19056e+08; 2; 2; 4; 47808; 37378; 47; 37378; 104; 37378; 47810; 47810; 47810
0; G1.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 1929; 155010; 1325; 78306; 230116; 230116; 153412
0; G10.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Integer; -1; 1; 2; 2; 4; 306816; 231714; 1236; 231714; 1432; 78306; 306820; 306820; 153412
0; G11.mtx; Matrix; Coordinate; Symmetric; 800; 800; 1600; Integer; -1; 1; 2; 2; 4; 25600; 20802; 16; 20802; 37; 8002; 25604; 25604; 12804
0; G12.mtx; Matrix; Coordinate; Symmetric; 800; 800; 1600; Integer; -1; 1; 2; 2; 4; 25600; 20802; 18; 20802; 53; 8002; 25604; 25604; 12804
0; G13.mtx; Matrix; Coordinate; Symmetric; 800; 800; 1600; Integer; -1; 1; 2; 2; 4; 25600; 20802; 15; 20802; 31; 8002; 25604; 25604; 12804
0; G14.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4694; Pattern; 1; 1; 2; 2; 2; 56328; 39154; 177; 39154; 287; 20378; 56332; 56332; 37556
0; G15.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4661; Pattern; 1; 1; 2; 2; 2; 55932; 38890; 180; 38890; 293; 20246; 55936; 55936; 37292
0; G16.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4672; Pattern; 1; 1; 2; 2; 2; 56064; 38978; 168; 38978; 275; 20290; 56068; 56068; 37380
0; G17.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4667; Pattern; 1; 1; 2; 2; 2; 56004; 38938; 178; 38938; 224; 20270; 56008; 56008; 37340
0; G18.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4694; Integer; -1; 1; 2; 2; 4; 75104; 57930; 270; 57930; 245; 20378; 75108; 75108; 37556
0; G19.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4661; Integer; -1; 1; 2; 2; 4; 74576; 57534; 188; 57534; 263; 20246; 74580; 74580; 37292
0; G2.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 1312; 155010; 1323; 78306; 230116; 230116; 153412
0; G20.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4672; Integer; -1; 1; 2; 2; 4; 74752; 57666; 222; 57666; 229; 20290; 74756; 74756; 37380
0; G21.mtx; Matrix; Coordinate; Symmetric; 800; 800; 4667; Integer; -1; 1; 2; 2; 4; 74672; 57606; 155; 57606; 258; 20270; 74676; 74676; 37340
2; G2_circuit.mtx; Matrix; Coordinate; Symmetric; 150102; 150102; 438388; Real; -1176.47; 22247.6; 4; 4; 4; 10521312; 6413804; 3022; 5200864; 7538; 3747516; 8720092; 5813418; 4360070
0; G3.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 3148; 155010; 1513; 78306; 230116; 230116; 153412
0; G4.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 1272; 155010; 1579; 78306; 230116; 230116; 153412
0; G43.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 321; 81922; 620; 41962; 119884; 119884; 79924
0; G44.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 265; 81922; 412; 41962; 119884; 119884; 79924
0; G45.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 252; 81922; 470; 41962; 119884; 119884; 79924
0; G46.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 249; 81922; 623; 41962; 119884; 119884; 79924
0; G47.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 9990; Pattern; 1; 1; 2; 2; 2; 119880; 81922; 339; 81922; 452; 41962; 119884; 119884; 79924
0; G5.mtx; Matrix; Coordinate; Symmetric; 800; 800; 19176; Pattern; 1; 1; 2; 2; 2; 230112; 155010; 1712; 155010; 1606; 78306; 230116; 230116; 153412
0; G51.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5909; Pattern; 1; 1; 2; 2; 2; 70908; 49274; 256; 49274; 435; 25638; 70912; 70912; 47276
0; G52.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5916; Pattern; 1; 1; 2; 2; 2; 70992; 49330; 565; 49330; 310; 25666; 70996; 70996; 47332
0; G53.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5914; Pattern; 1; 1; 2; 2; 2; 70968; 49314; 229; 49314; 437; 25658; 70972; 70972; 47316
0; G54.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 5916; Pattern; 1; 1; 2; 2; 2; 70992; 49330; 231; 49330; 339; 25666; 70996; 70996; 47332
