ElapsedS; File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; CSR_Timing; SCSR_Bytes; SCSR_Timing; SCSR+_Bytes; CSC_Bytes; SCSC_Bytes; SCSC+_Bytes
0; rajat05.mtx; Matrix; Coordinate; General; 301; 301; 1384; Real; -2.0472; 3.14159; 2; 2; 4; 11072; 8908; 14; 8908; 26; 4756; 11074; 11074; 6922
0; rajat11.mtx; Matrix; Coordinate; General; 135; 135; 812; Real; -0.833333; 15.0005; 2; 2; 4; 6496; 5144; 7; 5144; 18; 2708; 6498; 6498; 4062
0; rajat14.mtx; Matrix; Coordinate; General; 180; 180; 1503; Real; -36000; 54102.2; 2; 2; 4; 12024; 9380; 35; 9380; 56; 6374; 12026; 12026; 9020
4; rajat16.mtx; Matrix; Coordinate; General; 94294; 94294; 641159; Real; -760; 5800; 4; 4; 4; 7693908; 5506452; 192465; 4224138; 114703; 2941820; 7693816; 5113588; 3831270
4; rajat17.mtx; Matrix; Coordinate; General; 94294; 94294; 641159; Real; -760; 5800; 4; 4; 4; 7693908; 5506452; 191415; 4224138; 120071; 2941820; 7693816; 5113588; 3831270
3; rajat18.mtx; Matrix; Coordinate; General; 94294; 94294; 485143; Real; -760; 5800; 4; 4; 4; 5821716; 4258324; 186234; 3288040; 110775; 2317754; 5818072; 3860688; 2890402
0; rbsa480.mtx; Matrix; Coordinate; General; 480; 480; 17088; Integer; -99; 99; 2; 2; 4; 136704; 103490; 394; 103490; 494; 52226; 136706; 136706; 85442
0; rbsb480.mtx; Matrix; Coordinate; General; 480; 480; 17088; Integer; -98; 99; 2; 2; 4; 136704; 103490; 523; 103490; 624; 52226; 136706; 136706; 85442
0; rdb200.mtx; Matrix; Coordinate; General; 200; 200; 1120; Real; -19.488; 4; 2; 2; 4; 8960; 7122; 8; 7122; 19; 3762; 8962; 8962; 5602
0; rdb200l.mtx; Matrix; Coordinate; General; 200; 200; 1120; Real; -7.872; 4; 2; 2; 4; 8960; 7122; 8; 7122; 19; 3762; 8962; 8962; 5602
0; rdb450.mtx; Matrix; Coordinate; General; 450; 450; 2580; Real; -36.768; 8.192; 2; 2; 4; 20640; 16382; 14; 16382; 40; 8642; 20642; 20642; 12902
0; rdb450l.mtx; Matrix; Coordinate; General; 450; 450; 2580; Real; -12.192; 4; 2; 2; 4; 20640; 16382; 17; 16382; 44; 8642; 20642; 20642; 12902
0; rdb800l.mtx; Matrix; Coordinate; General; 800; 800; 4640; Real; -18.112; 4; 2; 2; 4; 37120; 29442; 25; 29442; 64; 15522; 37122; 37122; 23202
0; rdb968.mtx; Matrix; Coordinate; General; 968; 968; 5632; Real; -20.928; 4.232; 2; 2; 4; 45056; 35730; 39; 35730; 92; 18834; 45058; 45058; 28162
0; refine.mtx; Matrix; Coordinate; General; 29; 62; 153; Real; -3.5; 66; 2; 2; 4; 1224; 978; 3; 978; 5; 519; 1226; 1226; 767
0; rel3.mtx; Matrix; Coordinate; General; 12; 5; 18; Integer; -2; 1; 2; 2; 4; 144; 122; 0; 122; 1; 50; 148; 148; 76
0; rel4.mtx; Matrix; Coordinate; General; 66; 12; 104; Integer; -2; 1; 2; 2; 4; 832; 682; 1; 682; 2; 266; 836; 836; 420
0; rel5.mtx; Matrix; Coordinate; General; 340; 35; 656; Integer; -2; 1; 2; 2; 4; 5248; 4282; 3; 4282; 9; 1658; 5252; 5252; 2628
0; relat3.mtx; Matrix; Coordinate; General; 12; 5; 24; Integer; -2; 2; 2; 2; 4; 192; 162; 0; 162; 1; 90; 196; 196; 124
0; relat4.mtx; Matrix; Coordinate; General; 66; 12; 172; Integer; -2; 2; 2; 2; 4; 1376; 1126; 1; 1126; 5; 610; 1378; 1378; 862
0; relat5.mtx; Matrix; Coordinate; General; 340; 35; 1058; Integer; -2; 2; 2; 2; 4; 8464; 6902; 14; 6902; 41; 3728; 8464; 8464; 5290
0; reorientation_1.mtx; Matrix; Coordinate; Symmetric; 677; 677; 3861; Real; -1.42636e+06; 1.03352e+09; 2; 2; 4; 61776; 45312; 165; 45312; 214; 45312; 58610; 58610; 58610
0; rgg010.mtx; Matrix; Coordinate; General; 10; 10; 76; Pattern; 1; 1; 2; 2; 2; 456; 326; 1; 326; 3; 174; 458; 458; 306
0; rgg_n_2_16_s0.mtx; Matrix; Coordinate; Symmetric; 65536; 65536; 342127; Pattern; 1; 1; 4; 4; 2; 6842540; 4367672; 7186; 2999064; 10991; 1630556; 6842548; 4105526; 2737018
1; rgg_n_2_17_s0.mtx; Matrix; Coordinate; Symmetric; 131072; 131072; 728753; Pattern; 1; 1; 4; 4; 2; 14575060; 9269328; 11770; 6484236; 26474; 3569224; 14575068; 8744566; 5829554
0; rkat7_mat5.mtx; Matrix; Coordinate; General; 694; 738; 38114; Integer; 1; 65520; 2; 2; 4; 304912; 230074; 1585; 230074; 1855; 153846; 304916; 304916; 228688
0; robot.mtx; Matrix; Coordinate; General; 120; 120; 870; Real; -70.237; 90.57; 2; 2; 4; 6960; 5462; 24; 5462; 17; 2852; 6964; 6964; 4354
0; robot24c1_mat5.mtx; Matrix; Coordinate; General; 404; 302; 15118; Integer; 1; 65520; 2; 2; 4; 120944; 91518; 555; 91518; 627; 61282; 120948; 120948; 90712
0; robot24c1_mat5_J.mtx; Matrix; Coordinate; General; 302; 404; 15118; Integer; 1; 65520; 2; 2; 4; 120944; 91314; 801; 91314; 1077; 61078; 120944; 120944; 90708
0; rosen7.mtx; Matrix; Coordinate; General; 264; 776; 8034; Integer; -9; 9; 2; 2; 4; 64272; 48734; 1528; 48734; 1921; 24632; 64274; 64274; 40172
0; rotor1.mtx; Matrix; Coordinate; General; 100; 100; 708; Real; -10000; 40000; 2; 2; 4; 5664; 4450; 14; 4450; 39; 3034; 5668; 5668; 4252
0; rotor2.mtx; Matrix; Coordinate; General; 791; 791; 10685; Real; -228979; 371732; 2; 2; 4; 85480; 65694; 174; 65694; 292; 55009; 85482; 85482; 74797
0; rw136.mtx; Matrix; Coordinate; General; 136; 136; 479; Real; 0.0333333; 1; 2; 2; 4; 3832; 3148; 6; 3148; 10; 1232; 3834; 3834; 1918
0; rw496.mtx; Matrix; Coordinate; General; 496; 496; 1859; Real; 0.0166667; 1; 2; 2; 4; 14872; 12148; 13; 12148; 36; 4712; 14874; 14874; 7438
0; S10PI_n.mtx; Matrix; Coordinate; General; 682; 682; 1633; Real; -66.7931; 1.0305; 2; 2; 4; 13064; 11164; 11; 11164; 28; 4632; 13068; 13068; 6536
0; S10PI_n1.mtx; Matrix; Coordinate; General; 528; 528; 1317; Real; -2.93035; 1.0305; 2; 2; 4; 10536; 8960; 19; 8960; 21; 3692; 10540; 10540; 5272
16; s3dkq4m2.mtx; Matrix; Coordinate; Symmetric; 90449; 90449; 2455670; Real; -614.14; 2146.49; 4; 4; 4; 58936080; 38928928; 107517; 29238548; 186935; 19596766; 57850696; 38567138; 28925356
12; s3dkt3m2.mtx; Matrix; Coordinate; Symmetric; 90449; 90449; 1921955; Real; -1150.76; 3219.73; 4; 4; 4; 46126920; 30389488; 61886; 22833968; 123511; 15327046; 45041536; 30027698; 22520776
2; s4dkt3m2.mtx; Matrix; Coordinate; Symmetric; 90449; 90449; 1921955; Pattern; 1; 1; 4; 4; 2; 38439100; 23425260; 68361; 15688842; 109220; 8001022; 38077308; 22882572; 15194752
0; Sandi_authors.mtx; Matrix; Coordinate; Symmetric; 86; 86; 124; Integer; 1; 7; 2; 2; 4; 1984; 1662; 4; 1662; 8; 918; 1988; 1988; 1244
0; Sandi_sandi.mtx; Matrix; Coordinate; General; 314; 360; 613; Pattern; 1; 1; 2; 2; 2; 3678; 3082; 9; 3082; 19; 1856; 3680; 3680; 2454
0; saylr1.mtx; Matrix; Coordinate; General; 238; 238; 1128; Real; -3.0614e+08; 1.5307e+08; 2; 2; 4; 9024; 7246; 7; 7246; 19; 7246; 9026; 9026; 9026
0; saylr3.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 2375; Real; -2.682; 2.254; 2; 2; 4; 38000; 24502; 36; 24502; 102; 13252; 30002; 30002; 18752
0; sd2010.mtx; Matrix; Coordinate; Symmetric; 88360; 88360; 205361; Integer; 31; 3.91678e+07; 4; 4; 4; 4928664; 3639220; 3339; 2817770; 6542; 2817770; 4927576; 3284914; 3284914
1; shallow_water1.mtx; Matrix; Coordinate; Symmetric; 81920; 81920; 204800; Real; -3.58326e+09; 1.39687e+10; 4; 4; 4; 4915200; 2949124; 1188; 2293768; 3271; 2293768; 3932164; 2621450; 2621450
1; shallow_water2.mtx; Matrix; Coordinate; Symmetric; 81920; 81920; 204800; Real; -1.43327e+10; 3.57031e+10; 4; 4; 4; 4915200; 2949124; 1228; 2293768; 4166; 2293768; 3932164; 2621450; 2621450
0; sherman1.mtx; Matrix; Coordinate; Symmetric; 1000; 1000; 2375; Real; -2.754; 2.254; 2; 2; 4; 38000; 24502; 35; 24502; 80; 13252; 30002; 30002; 18752
24; shipsec1.mtx; Matrix; Coordinate; Symmetric; 140874; 140874; 3977139; Real; -6.31763e+12; 1.42176e+13; 4; 4; 4; 95451336; 63070732; 205151; 47437536; 284716; 47437536; 93760852; 62507254; 62507254
19; shipsec8.mtx; Matrix; Coordinate; Symmetric; 114919; 114919; 3384159; Real; -7.5521e+11; 1.72243e+12; 4; 4; 4; 81219816; 53686872; 158813; 40287870; 258026; 40287870; 79840792; 53227204; 53227204
23; ship_003.mtx; Matrix; Coordinate; Symmetric; 121728; 121728; 4103881; Real; -8.74951e+17; 1.73846e+18; 4; 4; 4; 98493144; 65175188; 221506; 48896210; 330516; 48896210; 97032412; 64688282; 64688282
0; shl_0.mtx; Matrix; Coordinate; General; 663; 663; 1687; Integer; -1; 4055; 2; 2; 4; 13496; 11450; 83; 11450; 110; 8076; 13218; 13218; 9844
0; shl_200.mtx; Matrix; Coordinate; General; 663; 663; 1726; Integer; -1; 4055; 2; 2; 4; 13808; 11684; 89; 11684; 115; 8232; 13574; 13574; 10122
0; shl_400.mtx; Matrix; Coordinate; General; 663; 663; 1712; Integer; -1; 4055; 2; 2; 4; 13696; 11600; 59; 11600; 81; 8176; 13494; 13494; 10070
1; shyy161.mtx; Matrix; Coordinate; General; 76480; 76480; 329762; Real; -26.2022; 35.4435; 4; 4; 4; 3957144; 2944020; 1689; 2262612; 3957; 1273326; 3957148; 2638108; 1648822
0; Si2.mtx; Matrix; Coordinate; Symmetric; 769; 769; 9285; Real; -4.62861; 21.7297; 2; 2; 4; 148560; 108346; 643; 108346; 1188; 54943; 142410; 142410; 89007
0; SmallW.mtx; Matrix; Coordinate; General; 396; 396; 994; Integer; 2; 2; 2; 2; 4; 7952; 6658; 25; 6658; 36; 3676; 7952; 7952; 4970
0; smallworld.mtx; Matrix; Coordinate; Symmetric; 100000; 100000; 499998; Pattern; 1; 1; 4; 4; 2; 9999960; 6399980; 7071; 4399992; 15481; 2400000; 9999968; 5999982; 3999990
0; soc-Epinions1.mtx; Matrix; Coordinate; General; 75888; 75888; 508837; Pattern; 1; 1; 4; 4; 2; 5088370; 3356578; 19739; 2338898; 22864; 1321224; 5030622; 3022648; 2004974
1; soc-sign-epinions.mtx; Matrix; Coordinate; General; 131828; 131828; 841372; Integer; -1; 1; 4; 4; 4; 10096464; 7258292; 45697; 5834986; 42168; 2469498; 10092260; 6728124; 3362636
0; soc-sign-Slashdot081106.mtx; Matrix; Coordinate; General; 77357; 77357; 516575; Integer; -1; 1; 4; 4; 4; 6198900; 4442032; 20778; 3408824; 22332; 1342524; 6186428; 4125950; 2059650
0; soc-sign-Slashdot090216.mtx; Matrix; Coordinate; General; 81871; 81871; 545671; Integer; -1; 1; 4; 4; 4; 6548052; 4692856; 20098; 3601444; 24725; 1418760; 6539016; 4360302; 2177618
0; soc-sign-Slashdot090221.mtx; Matrix; Coordinate; General; 82144; 82144; 549202; Integer; -1; 1; 4; 4; 4; 6590424; 4722196; 18955; 3623714; 23071; 1426906; 6581296; 4388492; 2191684
1; soc-Slashdot0811.mtx; Matrix; Coordinate; General; 77360; 77360; 905468; Pattern; 1; 1; 4; 4; 2; 9054680; 5742252; 59477; 3931204; 47120; 2120268; 9054680; 5428222; 3617286
1; soc-Slashdot0902.mtx; Matrix; Coordinate; General; 82168; 82168; 948464; Pattern; 1; 1; 4; 4; 2; 9484640; 6019456; 37255; 4122418; 49946; 2225490; 9484640; 5684572; 3787644
0; spaceShuttleEntry_1.mtx; Matrix; Coordinate; Symmetric; 560; 560; 3605; Real; -28.5278; 176.828; 2; 2; 4; 57680; 42468; 156; 42468; 217; 21795; 55128; 55128; 34455
0; spaceStation_1.mtx; Matrix; Coordinate; Symmetric; 99; 99; 489; Real; -3.49512e+06; 2.35919e+06; 2; 2; 4; 7824; 5762; 8; 5762; 23; 4835; 7418; 7418; 6491
0; spaceStation_2.mtx; Matrix; Coordinate; Symmetric; 329; 329; 2999; Real; -195.156; 406.895; 2; 2; 4; 47984; 35562; 115; 35562; 148; 23928; 46538; 46538; 34904
0; spaceStation_3.mtx; Matrix; Coordinate; Symmetric; 467; 467; 2681; Real; -169.443; 144.284; 2; 2; 4; 42896; 31554; 53; 31554; 99; 16245; 40826; 40826; 25517
0; spaceStation_4.mtx; Matrix; Coordinate; Symmetric; 950; 950; 7079; Real; -109.642; 117.767; 2; 2; 4; 113264; 83658; 136; 83658; 264; 42780; 109010; 109010; 68132
0; sphere2.mtx; Matrix; Coordinate; Symmetric; 66; 66; 258; Pattern; 1; 1; 2; 2; 2; 3096; 2198; 5; 2198; 12; 1166; 2966; 2966; 1934
0; sphere3.mtx; Matrix; Coordinate; Symmetric; 258; 258; 1026; Pattern; 1; 1; 2; 2; 2; 12312; 8726; 39; 8726; 42; 4622; 11798; 11798; 7694
0; steam1.mtx; Matrix; Coordinate; General; 240; 240; 3762; Real; -2.1712e+07; 23889.5; 2; 2; 4; 30096; 23054; 30; 23054; 69; 15530; 30098; 30098; 22574
0; steam2.mtx; Matrix; Coordinate; General; 600; 600; 13760; Real; -4.68559e+09; 5.7578e+06; 2; 2; 4; 110080; 83762; 253; 83762; 357; 70002; 110082; 110082; 96322
0; steam3.mtx; Matrix; Coordinate; General; 80; 80; 928; Real; -1.73857e+10; 2.10148e+07; 2; 2; 4; 7424; 5730; 9; 5730; 32; 5730; 7426; 7426; 7426
0; Stranke94.mtx; Matrix; Coordinate; Symmetric; 10; 10; 45; Integer; -254; 235; 2; 2; 4; 720; 562; 1; 562; 3; 292; 724; 724; 454
0; str_0.mtx; Matrix; Coordinate; General; 363; 363; 2454; Real; -3; 9.38697; 2; 2; 4; 19632; 15452; 41; 15452; 68; 8090; 19622; 19622; 12260
0; str_200.mtx; Matrix; Coordinate; General; 363; 363; 3068; Real; -3; 9.71206; 2; 2; 4; 24544; 19136; 44; 19136; 89; 9932; 24546; 24546; 15342
0; str_400.mtx; Matrix; Coordinate; General; 363; 363; 3157; Real; -3; 9.85263; 2; 2; 4; 25256; 19670; 45; 19670; 81; 10199; 25256; 25256; 15785
0; str_600.mtx; Matrix; Coordinate; General; 363; 363; 3279; Real; -3; 9.85263; 2; 2; 4; 26232; 20402; 53; 20402; 86; 10565; 26234; 26234; 16397
0; sx-askubuntu.mtx; Matrix; Coordinate; General; 159316; 159316; 596933; Integer; 1; 1564; 4; 4; 4; 7163196; 5412728; 73636; 4537284; 46301; 3343418; 7162244; 4774466; 3580600
15; t3dh.mtx; Matrix; Coordinate; Symmetric; 79171; 79171; 2215638; Real; -1.54951; 0.774741; 4; 4; 4; 53175312; 35133528; 116074; 26408788; 160216; 9000368; 52225264; 34816826; 17408406
15; t3dh_a.mtx; Matrix; Coordinate; Symmetric; 79171; 79171; 2215638; Real; -1.54951; 0.774741; 4; 4; 4; 53175312; 35133528; 103983; 26408788; 167265; 9000368; 52225264; 34816826; 17408406
15; t3dh_e.mtx; Matrix; Coordinate; Symmetric; 79171; 79171; 2215638; Real; -2.66227e-07; 5.07265e-07; 4; 4; 4; 53175312; 35133528; 109487; 26408788; 159566; 9000368; 52225264; 34816826; 17408406
0; tandem_dual.mtx; Matrix; Coordinate; Symmetric; 94069; 94069; 277281; Pattern; 1; 1; 4; 4; 2; 5545620; 3703652; 3348; 2594494; 7622; 1485370; 5169348; 3139132; 2030008
24; TEM152078.mtx; Matrix; Coordinate; Symmetric; 152078; 152078; 3305702; Real; -8.34413e+06; 1.20586e+07; 4; 4; 4; 79336848; 52282924; 128177; 39378764; 220262; 32919438; 77511916; 51674622; 45215296
0; TF10.mtx; Matrix; Coordinate; General; 99; 107; 622; Integer; 1; 9; 2; 2; 4; 4976; 3932; 7; 3932; 15; 2066; 4978; 4978; 3112
0; TF11.mtx; Matrix; Coordinate; General; 216; 236; 1607; Integer; 1; 10; 2; 2; 4; 12856; 10076; 13; 10076; 27; 5255; 12856; 12856; 8035
0; TF12.mtx; Matrix; Coordinate; General; 488; 552; 4231; Integer; 1; 11; 2; 2; 4; 33848; 26364; 36; 26364; 104; 13671; 33850; 33850; 21157
1; TF18.mtx; Matrix; Coordinate; General; 95368; 123867; 1597545; Integer; 1; 17; 4; 4; 4; 19170540; 13161836; 18957; 9906834; 30716; 5114199; 19170540; 12779816; 7987181
2; thermal1.mtx; Matrix; Coordinate; Symmetric; 82654; 82654; 328556; Real; -1.59283; 4.80401; 4; 4; 4; 7885344; 4926284; 3105; 3777372; 8254; 2053998; 6893500; 4590282; 2866908
2; thermomech_TC.mtx; Matrix; Coordinate; Symmetric; 102158; 102158; 406858; Real; 0.000115803; 0.0212566; 4; 4; 4; 9764592; 6101100; 4204; 4677988; 10056; 1831756; 8538700; 5691804; 2845572
2; thermomech_TK.mtx; Matrix; Coordinate; Symmetric; 102158; 102158; 406858; Real; -75.3746; 195.635; 4; 4; 4; 9764592; 6101100; 3688; 4677988; 9739; 2543314; 8538700; 5691804; 3557130
0; Tina_AskCal.mtx; Matrix; Coordinate; General; 11; 11; 29; Pattern; 1; 1; 2; 2; 2; 174; 140; 0; 140; 1; 82; 176; 176; 118
0; Tina_AskCog.mtx; Matrix; Coordinate; General; 11; 11; 36; Pattern; 1; 1; 2; 2; 2; 216; 168; 1; 168; 2; 96; 220; 220; 148
0; Tina_DisCal.mtx; Matrix; Coordinate; General; 11; 11; 41; Pattern; 1; 1; 2; 2; 2; 246; 188; 1; 188; 2; 106; 250; 250; 168
0; Tina_DisCog.mtx; Matrix; Coordinate; General; 11; 11; 48; Pattern; 1; 1; 2; 2; 2; 288; 216; 1; 216; 2; 120; 292; 292; 196
0; tols340.mtx; Matrix; Coordinate; General; 340; 340; 2196; Real; -202500; 1181.81; 2; 2; 4; 17568; 13858; 89; 13858; 127; 9466; 17572; 17572; 13180
0; tols90.mtx; Matrix; Coordinate; General; 90; 90; 1746; Real; -19947.1; 1181.81; 2; 2; 4; 13968; 10658; 87; 10658; 120; 7166; 13972; 13972; 10480
0; tomography.mtx; Matrix; Coordinate; General; 500; 500; 28726; Real; -5330.84; 1.70462e+07; 2; 2; 4; 229808; 173358; 1576; 173358; 1648; 173358; 229810; 229810; 229810
62; torso1.mtx; Matrix; Coordinate; General; 116158; 116158; 8516500; Real; -75.3676; 31.3123; 4; 4; 4; 102198000; 68596636; 4170432; 51563640; 2361658; 26014140; 102198004; 68132006; 42582506
7; torso2.mtx; Matrix; Coordinate; General; 115967; 115967; 1033473; Real; -3.91995; 4.7106; 4; 4; 4; 12401676; 8731656; 5423; 6664714; 12224; 3564295; 12401680; 8267764; 5167345
9; trans4.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 59639.7; 4; 4; 4; 9196752; 6598512; 3670058; 5065638; 1754278; 3532846; 9196756; 6075942; 4543150
9; trans5.mtx; Matrix; Coordinate; General; 116835; 116835; 766396; Real; -98.3607; 11287.7; 4; 4; 4; 9196752; 6598512; 3675388; 5065638; 1752301; 3532846; 9196756; 6075942; 4543150
0; Trec10.mtx; Matrix; Coordinate; General; 106; 478; 8612; Integer; 1; 126; 2; 2; 4; 68896; 51886; 1007; 51886; 1307; 26050; 68900; 68900; 43064
0; Trec3.mtx; Matrix; Coordinate; General; 1; 2; 1; Pattern; 1; 1; 2; 2; 2; 6; 8; 0; 8; 0; 6; 10; 10; 8
0; Trec4.mtx; Matrix; Coordinate; General; 2; 3; 3; Integer; 1; 3; 2; 2; 4; 24; 24; 0; 24; 1; 15; 26; 26; 17
0; Trec5.mtx; Matrix; Coordinate; General; 3; 7; 12; Integer; 1; 4; 2; 2; 4; 96; 80; 0; 80; 1; 44; 100; 100; 64
0; Trec6.mtx; Matrix; Coordinate; General; 6; 15; 40; Integer; 1; 10; 2; 2; 4; 320; 254; 2; 254; 4; 134; 324; 324; 204
0; Trec7.mtx; Matrix; Coordinate; General; 11; 36; 147; Integer; 1; 15; 2; 2; 4; 1176; 906; 3; 906; 6; 465; 1180; 1180; 739
0; Trec8.mtx; Matrix; Coordinate; General; 23; 84; 549; Integer; 1; 35; 2; 2; 4; 4392; 3342; 14; 3342; 23; 1695; 4396; 4396; 2749
0; Trec9.mtx; Matrix; Coordinate; General; 47; 201; 2147; Integer; 1; 56; 2; 2; 4; 17176; 12978; 85; 12978; 113; 6537; 17180; 17180; 10739
0; Trefethen_150.mtx; Matrix; Coordinate; Symmetric; 150; 150; 1095; Integer; 1; 863; 2; 2; 4; 17520; 12542; 23; 12542; 43; 8462; 16322; 16322; 12242
0; Trefethen_20.mtx; Matrix; Coordinate; Symmetric; 20; 20; 89; Integer; 1; 71; 2; 2; 4; 1424; 990; 2; 990; 4; 516; 1266; 1266; 792
0; Trefethen_200.mtx; Matrix; Coordinate; Symmetric; 200; 200; 1545; Integer; 1; 1223; 2; 2; 4; 24720; 17742; 32; 17742; 71; 11962; 23122; 23122; 17342
0; Trefethen_200b.mtx; Matrix; Coordinate; Symmetric; 199; 199; 1536; Integer; 1; 1223; 2; 2; 4; 24576; 17638; 32; 17638; 71; 11892; 22986; 22986; 17240
0; Trefethen_20b.mtx; Matrix; Coordinate; Symmetric; 19; 19; 83; Integer; 1; 71; 2; 2; 4; 1328; 922; 3; 922; 4; 481; 1178; 1178; 737
0; Trefethen_300.mtx; Matrix; Coordinate; Symmetric; 300; 300; 2489; Integer; 1; 1987; 2; 2; 4; 39824; 28670; 110; 28670; 116; 19314; 37426; 37426; 28070
0; Trefethen_500.mtx; Matrix; Coordinate; Symmetric; 500; 500; 4489; Integer; 1; 3571; 2; 2; 4; 71824; 51870; 100; 51870; 234; 34914; 67826; 67826; 50870
0; Trefethen_700.mtx; Matrix; Coordinate; Symmetric; 700; 700; 6677; Integer; 1; 5279; 2; 2; 4; 106832; 77326; 161; 77326; 314; 52018; 101234; 101234; 75926
86; TSOPF_FS_b300_c3.mtx; Matrix; Coordinate; Symmetric; 84414; 84414; 6578753; Real; -1.5e+06; 407808; 4; 4; 4; 157890072; 105425100; 26240585; 79068968; 13369305; 65933038; 157631164; 105087452; 91951522
12; TSOPF_FS_b39_c19.mtx; Matrix; Coordinate; Symmetric; 76216; 76216; 998359; Real; -24159.1; 4370.7; 4; 4; 4; 23960616; 16125668; 3167047; 12094276; 1837184; 8139076; 23731204; 15820792; 11865592
23; TSOPF_FS_b39_c30.mtx; Matrix; Coordinate; Symmetric; 120216; 120216; 1575639; Real; -24159.1; 4370.7; 4; 4; 4; 37815336; 25450148; 8712796; 19087636; 3842125; 12845316; 37453924; 24969292; 18726972
0; tub100.mtx; Matrix; Coordinate; General; 100; 100; 396; Real; -1063.76; 960.4; 2; 2; 4; 3168; 2578; 2; 2578; 4; 1786; 3170; 3170; 2378
0; tub1000.mtx; Matrix; Coordinate; General; 1000; 1000; 3996; Real; -100604; 99600.4; 2; 2; 4; 31968; 25978; 15; 25978; 43; 21982; 31970; 31970; 27974
0; tumorAntiAngiogenesis_1.mtx; Matrix; Coordinate; Symmetric; 205; 205; 953; Real; -7.36931; 32.4793; 2; 2; 4; 15248; 11110; 24; 11110; 39; 5761; 14266; 14266; 8917
0; tumorAntiAngiogenesis_2.mtx; Matrix; Coordinate; Symmetric; 305; 305; 1441; Real; -39.5418; 515247; 2; 2; 4; 23056; 16806; 44; 16806; 66; 14107; 21594; 21594; 18895
0; tumorAntiAngiogenesis_3.mtx; Matrix; Coordinate; Symmetric; 410; 410; 2099; Real; -32.9781; 3.69642e+07; 2; 2; 4; 33584; 24534; 64; 24534; 139; 24534; 31618; 31618; 31618
0; tumorAntiAngiogenesis_4.mtx; Matrix; Coordinate; Symmetric; 455; 455; 2433; Real; -33.0587; 1.69909e+12; 2; 2; 4; 38928; 28470; 120; 28470; 171; 28470; 36746; 36746; 36746
0; tumorAntiAngiogenesis_5.mtx; Matrix; Coordinate; Symmetric; 460; 460; 2483; Real; -33.0495; 1.49047e+10; 2; 2; 4; 39728; 29062; 109; 29062; 282; 29062; 37522; 37522; 37522
0; tumorAntiAngiogenesis_6.mtx; Matrix; Coordinate; Symmetric; 465; 465; 2537; Real; -33.0673; 1.76554e+12; 2; 2; 4; 40592; 29702; 128; 29702; 171; 29702; 38362; 38362; 38362
0; tumorAntiAngiogenesis_7.mtx; Matrix; Coordinate; Symmetric; 475; 475; 2441; Real; -33.0599; 1.32636e+10; 2; 2; 4; 39056; 28534; 108; 28534; 157; 28534; 36778; 36778; 36778
0; tumorAntiAngiogenesis_8.mtx; Matrix; Coordinate; Symmetric; 490; 490; 2535; Real; -33.0592; 7.28989e+11; 2; 2; 4; 40560; 29638; 254; 29638; 367; 29638; 38210; 38210; 38210
6; twotone.mtx; Matrix; Coordinate; General; 120750; 120750; 1224224; Real; -6410.7; 6038.65; 4; 4; 4; 14690688; 10276796; 17290; 7761120; 28909; 5312672; 14690692; 9793756; 7345308
0; USAir97.mtx; Matrix; Coordinate; Symmetric; 332; 332; 2126; Real; 0.0009; 0.5326; 2; 2; 4; 34016; 26178; 128; 26178; 204; 9170; 33998; 33998; 16990
0; usroads-48.mtx; Matrix; Coordinate; Symmetric; 126146; 126146; 161950; Pattern; 1; 1; 4; 4; 2; 3239000; 2447988; 2368; 1690402; 5276; 1042602; 3238076; 1942938; 1295138
0; usroads.mtx; Matrix; Coordinate; Symmetric; 129164; 129164; 165435; Pattern; 1; 1; 4; 4; 2; 3308700; 2501880; 2290; 1725380; 4953; 1063640; 3307620; 1984688; 1322948
0; ut2010.mtx; Matrix; Coordinate; Symmetric; 115406; 115406; 286033; Integer; 41; 2.35532e+07; 4; 4; 4; 6864792; 5038156; 4860; 3894004; 14597; 3894004; 6863280; 4575378; 4575378
0; utm300.mtx; Matrix; Coordinate; General; 300; 300; 3155; Real; -1; 0.999993; 2; 2; 4; 25240; 19532; 43; 19532; 90; 6912; 25242; 25242; 12622
0; vsp_c-60_data_cti_cs4.mtx; Matrix; Coordinate; Symmetric; 85830; 85830; 241080; Pattern; 1; 1; 4; 4; 2; 4821600; 3236284; 5165; 2271960; 9201; 1307640; 4821464; 2892726; 1928406
0; vsp_finan512_scagr7-2c_rlfddd.mtx; Matrix; Coordinate; Symmetric; 139752; 139752; 552020; Pattern; 1; 1; 4; 4; 2; 11040400; 7183252; 26927; 5139628; 25759; 2931548; 11031172; 6619188; 4411108
0; vsp_mod2_pgp2_slptsk.mtx; Matrix; Coordinate; Symmetric; 101364; 101364; 389368; Pattern; 1; 1; 4; 4; 2; 7787360; 5077876; 15545; 3495586; 25325; 1938114; 7772504; 4664688; 3107216
0; vsp_vibrobox_scagr7-2c_rlfddd.mtx; Matrix; Coordinate; Symmetric; 77328; 77328; 435586; Pattern; 1; 1; 4; 4; 2; 8711720; 5536348; 18060; 3679066; 26200; 1936722; 8702604; 5222482; 3480138
